gmtTime,srcAddrOrg,car_id,lng,lat,isArriveOrLeft,stationSeqNum
2017-05-08T06:18:08+0800,720040,50079585,120.130917,30.21733,2,10
2017-05-08T06:18:43+0800,720040,50079562,120.081087,30.166973,1,29
2017-05-08T06:19:09+0800,720040,50079581,120.102933,30.179149,2,32
2017-05-08T06:19:12+0800,720040,50079562,120.082423,30.167655,2,29
2017-05-08T06:19:14+0800,720040,50079585,120.130755,30.213385,1,11
2017-05-08T06:19:22+0800,720040,50079567,120.076207,30.161627,2,27
2017-05-08T06:19:31+0800,720040,50079585,120.13056,30.212654,2,11
2017-05-08T06:19:32+0800,720040,50079546,120.149984,30.232318,1,6
2017-05-08T06:19:33+0800,720040,50079581,120.105035,30.18064,1,33
2017-05-08T06:19:34+0800,720040,50079550,120.128764,30.198306,2,17
2017-05-08T06:19:34+0800,720040,50079583,120.157599,30.248248,2,28
2017-05-08T06:19:39+0800,720040,50079556,120.128865,30.198839,1,36
2017-05-08T06:19:56+0800,720040,50079550,120.129249,30.1991,1,18
2017-05-08T06:19:57+0800,720040,50079556,120.129632,30.199352,2,36
2017-05-08T06:20:11+0800,720040,50079562,120.087532,30.170178,1,30
2017-05-08T06:20:13+0800,720040,50079550,120.129706,30.199402,2,18
2017-05-08T06:20:34+0800,720040,50079580,120.160266,30.256305,2,1
2017-05-08T06:20:35+0800,720040,50079546,120.145848,30.232341,1,7
2017-05-08T06:20:44+0800,720040,50079562,120.088355,30.170474,2,30
2017-05-08T06:21:03+0800,720040,50079581,120.111016,30.185574,2,33
2017-05-08T06:21:07+0800,720040,50079567,120.078039,30.164813,1,28
2017-05-08T06:21:08+0800,720040,50079570,120.067951,30.15966,1,26
2017-05-08T06:21:10+0800,720040,50079556,120.132771,30.203835,1,37
2017-05-08T06:21:21+0800,720040,50079562,120.091565,30.172457,1,31
2017-05-08T06:21:27+0800,720040,50079556,120.133445,30.205058,2,37
2017-05-08T06:21:37+0800,720040,50079585,120.133224,30.205123,1,12
2017-05-08T06:21:37+0800,720040,50079550,120.133063,30.204537,1,19
2017-05-08T06:21:50+0800,720040,50079562,120.092354,30.173559,2,31
2017-05-08T06:21:51+0800,720040,50079585,120.133111,30.204837,2,12
2017-05-08T06:22:05+0800,720040,50079546,120.138577,30.230377,2,7
2017-05-08T06:22:14+0800,720040,50079581,120.114301,30.18894,1,34
2017-05-08T06:22:20+0800,720040,50079583,120.159826,30.249329,1,29
2017-05-08T06:22:21+0800,720040,50079546,120.137046,30.22971,1,8
2017-05-08T06:22:33+0800,720040,50079556,120.130595,30.209888,1,38
2017-05-08T06:22:35+0800,720040,50079570,120.072825,30.16096,1,27
2017-05-08T06:22:37+0800,720040,50079567,120.08011,30.166453,2,28
2017-05-08T06:22:45+0800,720040,50079562,120.097038,30.176488,1,32
2017-05-08T06:22:51+0800,720040,50079580,120.156984,30.252109,1,2
2017-05-08T06:23:00+0800,720040,50079556,120.130406,30.211013,2,38
