,car_id,gmtTime,srcAddrOrg,lng,lat,isArriveOrLeft,stationSeqNum,gmtTime1,timedelta
26,50079580,2017-05-08 05:27:18+08:00,720040,120.13364299999999,30.226937,2,8,2017-05-08 05:25:48+08:00,0 days 00:01:03.000000000
27,50079546,2017-05-08 05:39:40+08:00,720040,120.13337,30.225081,1,40,2017-05-08 05:38:42+08:00,0 days 00:00:58.000000000
28,50079583,2017-05-08 05:40:12+08:00,720040,120.15081599999999,30.232653000000003,2,5,2017-05-08 05:39:40+08:00,0 days 00:00:32.000000000
29,50079583,2017-05-08 05:37:12+08:00,720040,120.153442,30.242047999999997,2,3,2017-05-08 05:37:11+08:00,0 days 00:00:15.000000000
30,50079546,2017-05-08 05:41:10+08:00,720040,120.13456200000002,30.228546,2,40,2017-05-08 05:40:27+08:00,0 days 00:00:43.000000000
31,50079580,2017-05-08 05:33:36+08:00,720040,120.129741,30.199633000000002,1,13,2017-05-08 05:32:11+08:00,0 days 00:00:08.000000000
32,50079580,2017-05-08 05:33:36+08:00,720040,120.129741,30.199633000000002,1,13,2017-05-08 05:32:11+08:00,0 days 00:00:11.000000000
33,50079583,2017-05-08 05:42:45+08:00,720040,120.138107,30.230102000000002,1,8,2017-05-08 05:41:29+08:00,0 days 00:01:16.000000000
34,50079546,2017-05-08 05:42:59+08:00,720040,120.14343500000001,30.231753,2,41,2017-05-08 05:42:45+08:00,0 days 00:00:14.000000000
35,50079580,2017-05-08 05:30:30+08:00,720040,120.13036399999999,30.212563,1,11,2017-05-08 05:27:18+08:00,0 days 00:00:38.000000000
36,50079583,2017-05-08 05:37:12+08:00,720040,120.153442,30.242047999999997,2,3,2017-05-08 05:37:11+08:00,0 days 00:00:38.000000000
37,50079583,2017-05-08 05:44:22+08:00,720040,120.13373899999999,30.227234999999997,1,9,2017-05-08 05:44:15+08:00,0 days 00:00:07.000000000
38,50079583,2017-05-08 05:44:22+08:00,720040,120.13373899999999,30.227234999999997,1,9,2017-05-08 05:44:15+08:00,0 days 00:00:51.000000000
39,50079580,2017-05-08 05:45:15+08:00,720040,120.114094,30.189220000000002,1,15,2017-05-08 05:45:13+08:00,0 days 00:00:02.000000000
40,50079580,2017-05-08 05:45:17+08:00,720040,120.114094,30.189220000000002,2,16,2017-05-08 05:45:15+08:00,0 days 00:00:02.000000000
41,50079580,2017-05-08 05:45:17+08:00,720040,120.114094,30.189220000000002,2,16,2017-05-08 05:45:15+08:00,0 days 00:00:35.000000000
42,50079580,2017-05-08 05:45:17+08:00,720040,120.114094,30.189220000000002,2,16,2017-05-08 05:45:15+08:00,0 days 00:00:20.000000000
43,50079580,2017-05-08 05:45:17+08:00,720040,120.114094,30.189220000000002,2,16,2017-05-08 05:45:15+08:00,0 days 00:00:19.000000000
44,50079580,2017-05-08 05:45:17+08:00,720040,120.114094,30.189220000000002,2,16,2017-05-08 05:45:15+08:00,0 days 00:00:14.000000000
45,50079580,2017-05-08 05:45:17+08:00,720040,120.114094,30.189220000000002,2,16,2017-05-08 05:45:15+08:00,0 days 00:00:33.000000000
46,50079583,2017-05-08 05:47:26+08:00,720040,120.13072199999999,30.214339000000002,1,11,2017-05-08 05:47:18+08:00,0 days 00:00:08.000000000
47,50079580,2017-05-08 05:27:18+08:00,720040,120.13364299999999,30.226937,2,8,2017-05-08 05:25:48+08:00,0 days 00:00:16.000000000
48,50079580,2017-05-08 05:45:17+08:00,720040,120.114094,30.189220000000002,2,16,2017-05-08 05:45:15+08:00,0 days 00:00:04.000000000
49,50079580,2017-05-08 05:45:17+08:00,720040,120.114094,30.189220000000002,2,16,2017-05-08 05:45:15+08:00,0 days 00:00:23.000000000
50,50079580,2017-05-08 05:27:18+08:00,720040,120.13364299999999,30.226937,2,8,2017-05-08 05:25:48+08:00,0 days 00:00:38.000000000
51,50079580,2017-05-08 05:45:17+08:00,720040,120.114094,30.189220000000002,2,16,2017-05-08 05:45:15+08:00,0 days 00:00:09.000000000
52,50079580,2017-05-08 05:32:00+08:00,720040,120.13293300000001,30.206071,2,11,2017-05-08 05:30:30+08:00,0 days 00:00:15.000000000
53,50079580,2017-05-08 05:27:18+08:00,720040,120.13364299999999,30.226937,2,8,2017-05-08 05:25:48+08:00,0 days 00:00:01.000000000
54,50079580,2017-05-08 05:45:17+08:00,720040,120.114094,30.189220000000002,2,16,2017-05-08 05:45:15+08:00,0 days 00:00:27.000000000
55,50079580,2017-05-08 05:45:17+08:00,720040,120.114094,30.189220000000002,2,16,2017-05-08 05:45:15+08:00,0 days 00:00:05.000000000
56,50079580,2017-05-08 05:45:17+08:00,720040,120.114094,30.189220000000002,2,16,2017-05-08 05:45:15+08:00,0 days 00:00:21.000000000
57,50079580,2017-05-08 05:27:18+08:00,720040,120.13364299999999,30.226937,2,8,2017-05-08 05:25:48+08:00,0 days 00:00:12.000000000
58,50079583,2017-05-08 05:50:30+08:00,720040,120.12961100000001,30.199582,1,13,2017-05-08 05:50:17+08:00,0 days 00:00:13.000000000
59,50079546,2017-05-08 05:50:53+08:00,720040,120.161423,30.256414000000003,1,48,2017-05-08 05:50:30+08:00,0 days 00:00:23.000000000
60,50079580,2017-05-08 05:45:17+08:00,720040,120.114094,30.189220000000002,2,16,2017-05-08 05:45:15+08:00,0 days 00:00:21.000000000
61,50079580,2017-05-08 05:45:17+08:00,720040,120.114094,30.189220000000002,2,16,2017-05-08 05:45:15+08:00,0 days 00:00:05.000000000
62,50079550,2017-05-08 05:51:23+08:00,720040,120.15343999999999,30.241745,1,4,2017-05-08 05:51:19+08:00,0 days 00:00:04.000000000
63,50079583,2017-05-08 05:51:41+08:00,720040,120.123719,30.195657,1,14,2017-05-08 05:51:23+08:00,0 days 00:00:18.000000000
64,50079580,2017-05-08 05:32:00+08:00,720040,120.13293300000001,30.206071,2,11,2017-05-08 05:30:30+08:00,0 days 00:00:42.000000000
65,50079580,2017-05-08 05:45:17+08:00,720040,120.114094,30.189220000000002,2,16,2017-05-08 05:45:15+08:00,0 days 00:00:19.000000000
66,50079580,2017-05-08 05:52:44+08:00,720040,120.13046299999999,30.210914000000002,1,20,2017-05-08 05:52:42+08:00,0 days 00:00:02.000000000
67,50079580,2017-05-08 05:45:17+08:00,720040,120.114094,30.189220000000002,2,16,2017-05-08 05:45:15+08:00,0 days 00:00:18.000000000
68,50079580,2017-05-08 05:27:18+08:00,720040,120.13364299999999,30.226937,2,8,2017-05-08 05:25:48+08:00,0 days 00:00:09.000000000
69,50079580,2017-05-08 05:45:17+08:00,720040,120.114094,30.189220000000002,2,16,2017-05-08 05:45:15+08:00,0 days 00:01:03.000000000
70,50079580,2017-05-08 05:45:17+08:00,720040,120.114094,30.189220000000002,2,16,2017-05-08 05:45:15+08:00,0 days 00:00:19.000000000
71,50079580,2017-05-08 05:27:18+08:00,720040,120.13364299999999,30.226937,2,8,2017-05-08 05:25:48+08:00,0 days 00:00:01.000000000
72,50079580,2017-05-08 05:45:17+08:00,720040,120.114094,30.189220000000002,2,16,2017-05-08 05:45:15+08:00,0 days 00:01:01.000000000
73,50079580,2017-05-08 05:27:18+08:00,720040,120.13364299999999,30.226937,2,8,2017-05-08 05:25:48+08:00,0 days 00:00:23.000000000
74,50079580,2017-05-08 05:45:17+08:00,720040,120.114094,30.189220000000002,2,16,2017-05-08 05:45:15+08:00,0 days 00:00:05.000000000
75,50079580,2017-05-08 05:45:17+08:00,720040,120.114094,30.189220000000002,2,16,2017-05-08 05:45:15+08:00,0 days 00:00:41.000000000
76,50079580,2017-05-08 05:45:17+08:00,720040,120.114094,30.189220000000002,2,16,2017-05-08 05:45:15+08:00,0 days 00:01:01.000000000
77,50079580,2017-05-08 05:27:18+08:00,720040,120.13364299999999,30.226937,2,8,2017-05-08 05:25:48+08:00,0 days 00:00:13.000000000
78,50079546,2017-05-08 05:41:10+08:00,720040,120.13456200000002,30.228546,2,40,2017-05-08 05:40:27+08:00,0 days 00:00:11.000000000
79,50079550,2017-05-08 05:59:10+08:00,720040,120.133794,30.227252000000004,1,9,2017-05-08 05:58:09+08:00,0 days 00:01:01.000000000
80,50079583,2017-05-08 05:37:12+08:00,720040,120.153442,30.242047999999997,2,3,2017-05-08 05:37:11+08:00,0 days 00:00:14.000000000
81,50079580,2017-05-08 05:45:17+08:00,720040,120.114094,30.189220000000002,2,16,2017-05-08 05:45:15+08:00,0 days 00:00:04.000000000
82,50079580,2017-05-08 06:00:14+08:00,720040,120.147604,30.231913,1,25,2017-05-08 05:59:28+08:00,0 days 00:00:46.000000000
83,50079580,2017-05-08 05:35:03+08:00,720040,120.123253,30.195159000000004,1,14,2017-05-08 05:34:24+08:00,0 days 00:00:26.000000000
84,50079583,2017-05-08 06:00:50+08:00,720040,120.11558899999999,30.1896,1,15,2017-05-08 06:00:40+08:00,0 days 00:00:10.000000000
85,50079580,2017-05-08 05:15:54+08:00,720040,120.159448,30.255267,2,1,2017-05-08 05:11:24+08:00,0 days 00:00:54.000000000
86,50079580,2017-05-08 05:45:17+08:00,720040,120.114094,30.189220000000002,2,16,2017-05-08 05:45:15+08:00,0 days 00:00:10.000000000
87,50079583,2017-05-08 06:02:05+08:00,720040,120.121655,30.193515,2,16,2017-05-08 06:01:54+08:00,0 days 00:00:11.000000000
88,50079580,2017-05-08 05:27:18+08:00,720040,120.13364299999999,30.226937,2,8,2017-05-08 05:25:48+08:00,0 days 00:00:01.000000000
89,50079580,2017-05-08 05:45:17+08:00,720040,120.114094,30.189220000000002,2,16,2017-05-08 05:45:15+08:00,0 days 00:00:28.000000000
90,50079580,2017-05-08 05:45:17+08:00,720040,120.114094,30.189220000000002,2,16,2017-05-08 05:45:15+08:00,0 days 00:00:25.000000000
91,50079580,2017-05-08 05:45:17+08:00,720040,120.114094,30.189220000000002,2,16,2017-05-08 05:45:15+08:00,0 days 00:00:22.000000000
92,50079580,2017-05-08 05:45:17+08:00,720040,120.114094,30.189220000000002,2,16,2017-05-08 05:45:15+08:00,0 days 00:00:03.000000000
93,50079583,2017-05-08 05:44:22+08:00,720040,120.13373899999999,30.227234999999997,1,9,2017-05-08 05:44:15+08:00,0 days 00:00:12.000000000
94,50079580,2017-05-08 05:32:11+08:00,720040,120.133228,30.205284999999996,1,12,2017-05-08 05:32:00+08:00,0 days 00:00:03.000000000
95,50079580,2017-05-08 05:45:17+08:00,720040,120.114094,30.189220000000002,2,16,2017-05-08 05:45:15+08:00,0 days 00:00:06.000000000
96,50079580,2017-05-08 05:45:17+08:00,720040,120.114094,30.189220000000002,2,16,2017-05-08 05:45:15+08:00,0 days 00:00:02.000000000
97,50079580,2017-05-08 05:32:00+08:00,720040,120.13293300000001,30.206071,2,11,2017-05-08 05:30:30+08:00,0 days 00:00:23.000000000
98,50079580,2017-05-08 06:04:27+08:00,720040,120.153466,30.242403000000003,1,27,2017-05-08 06:04:10+08:00,0 days 00:00:17.000000000
99,50079556,2017-05-08 06:04:38+08:00,720040,120.07779,30.164523,1,28,2017-05-08 06:04:27+08:00,0 days 00:00:11.000000000
100,50079583,2017-05-08 06:02:05+08:00,720040,120.121655,30.193515,2,16,2017-05-08 06:01:54+08:00,0 days 00:00:15.000000000
101,50079546,2017-05-08 05:41:10+08:00,720040,120.13456200000002,30.228546,2,40,2017-05-08 05:40:27+08:00,0 days 00:00:09.000000000
102,50079583,2017-05-08 06:02:05+08:00,720040,120.121655,30.193515,2,16,2017-05-08 06:01:54+08:00,0 days 00:00:14.000000000
103,50079580,2017-05-08 05:32:11+08:00,720040,120.133228,30.205284999999996,1,12,2017-05-08 05:32:00+08:00,0 days 00:00:01.000000000
104,50079550,2017-05-08 05:51:23+08:00,720040,120.15343999999999,30.241745,1,4,2017-05-08 05:51:19+08:00,0 days 00:00:26.000000000
105,50079580,2017-05-08 05:45:17+08:00,720040,120.114094,30.189220000000002,2,16,2017-05-08 05:45:15+08:00,0 days 00:00:07.000000000
106,50079580,2017-05-08 05:45:17+08:00,720040,120.114094,30.189220000000002,2,16,2017-05-08 05:45:15+08:00,0 days 00:00:14.000000000
107,50079546,2017-05-08 05:41:10+08:00,720040,120.13456200000002,30.228546,2,40,2017-05-08 05:40:27+08:00,0 days 00:00:03.000000000
108,50079580,2017-05-08 06:06:32+08:00,720040,120.15762,30.248244,2,28,2017-05-08 06:06:07+08:00,0 days 00:00:25.000000000
109,50079556,2017-05-08 06:06:42+08:00,720040,120.081034,30.166953000000003,1,29,2017-05-08 06:06:32+08:00,0 days 00:00:10.000000000
110,50079580,2017-05-08 05:45:17+08:00,720040,120.114094,30.189220000000002,2,16,2017-05-08 05:45:15+08:00,0 days 00:00:19.000000000
111,50079580,2017-05-08 05:45:17+08:00,720040,120.114094,30.189220000000002,2,16,2017-05-08 05:45:15+08:00,0 days 00:00:02.000000000
112,50079550,2017-05-08 06:07:19+08:00,720040,120.12997,30.199790000000004,1,13,2017-05-08 06:07:03+08:00,0 days 00:00:16.000000000
113,50079583,2017-05-08 06:07:32+08:00,720040,120.13113999999999,30.215867,1,21,2017-05-08 06:07:19+08:00,0 days 00:00:13.000000000
114,50079585,2017-05-08 06:07:37+08:00,720040,120.15346299999999,30.241774,1,4,2017-05-08 06:07:32+08:00,0 days 00:00:05.000000000
115,50079580,2017-05-08 05:19:14+08:00,720040,120.154798,30.24571,1,3,2017-05-08 05:18:46+08:00,0 days 00:00:20.000000000
116,50079580,2017-05-08 05:27:18+08:00,720040,120.13364299999999,30.226937,2,8,2017-05-08 05:25:48+08:00,0 days 00:00:01.000000000
117,50079580,2017-05-08 05:27:18+08:00,720040,120.13364299999999,30.226937,2,8,2017-05-08 05:25:48+08:00,0 days 00:00:30.000000000
118,50079580,2017-05-08 05:27:18+08:00,720040,120.13364299999999,30.226937,2,8,2017-05-08 05:25:48+08:00,0 days 00:00:06.000000000
119,50079580,2017-05-08 05:27:18+08:00,720040,120.13364299999999,30.226937,2,8,2017-05-08 05:25:48+08:00,0 days 00:00:12.000000000
120,50079580,2017-05-08 05:27:18+08:00,720040,120.13364299999999,30.226937,2,8,2017-05-08 05:25:48+08:00,0 days 00:00:03.000000000
121,50079583,2017-05-08 05:37:12+08:00,720040,120.153442,30.242047999999997,2,3,2017-05-08 05:37:11+08:00,0 days 00:00:03.000000000
122,50079583,2017-05-08 06:07:32+08:00,720040,120.13113999999999,30.215867,1,21,2017-05-08 06:07:19+08:00,0 days 00:00:07.000000000
123,50079580,2017-05-08 05:33:36+08:00,720040,120.129741,30.199633000000002,1,13,2017-05-08 05:32:11+08:00,0 days 00:00:03.000000000
124,50079550,2017-05-08 05:51:23+08:00,720040,120.15343999999999,30.241745,1,4,2017-05-08 05:51:19+08:00,0 days 00:00:06.000000000
125,50079550,2017-05-08 05:51:23+08:00,720040,120.15343999999999,30.241745,1,4,2017-05-08 05:51:19+08:00,0 days 00:00:11.000000000
126,50079580,2017-05-08 05:27:18+08:00,720040,120.13364299999999,30.226937,2,8,2017-05-08 05:25:48+08:00,0 days 00:00:10.000000000
127,50079580,2017-05-08 05:32:11+08:00,720040,120.133228,30.205284999999996,1,12,2017-05-08 05:32:00+08:00,0 days 00:00:29.000000000
128,50079546,2017-05-08 05:35:41+08:00,720040,120.13081000000001,30.210565000000003,1,38,2017-05-08 05:35:03+08:00,0 days 00:00:11.000000000
129,50079580,2017-05-08 06:10:16+08:00,720040,120.161702,30.252252000000002,2,29,2017-05-08 06:10:09+08:00,0 days 00:00:07.000000000
130,50079556,2017-05-08 06:10:31+08:00,720040,120.09230600000001,30.173427,2,31,2017-05-08 06:10:16+08:00,0 days 00:00:15.000000000
131,50079580,2017-05-08 05:32:11+08:00,720040,120.133228,30.205284999999996,1,12,2017-05-08 05:32:00+08:00,0 days 00:00:08.000000000
132,50079580,2017-05-08 05:15:54+08:00,720040,120.159448,30.255267,2,1,2017-05-08 05:11:24+08:00,0 days 00:00:06.000000000
133,50079580,2017-05-08 05:35:03+08:00,720040,120.123253,30.195159000000004,1,14,2017-05-08 05:34:24+08:00,0 days 00:00:03.000000000
134,50079580,2017-05-08 05:27:18+08:00,720040,120.13364299999999,30.226937,2,8,2017-05-08 05:25:48+08:00,0 days 00:00:11.000000000
135,50079580,2017-05-08 05:45:17+08:00,720040,120.114094,30.189220000000002,2,16,2017-05-08 05:45:15+08:00,0 days 00:00:05.000000000
136,50079580,2017-05-08 05:45:17+08:00,720040,120.114094,30.189220000000002,2,16,2017-05-08 05:45:15+08:00,0 days 00:00:20.000000000
137,50079580,2017-05-08 05:32:00+08:00,720040,120.13293300000001,30.206071,2,11,2017-05-08 05:30:30+08:00,0 days 00:00:19.000000000
138,50079580,2017-05-08 05:45:17+08:00,720040,120.114094,30.189220000000002,2,16,2017-05-08 05:45:15+08:00,0 days 00:00:02.000000000
139,50079546,2017-05-08 05:41:10+08:00,720040,120.13456200000002,30.228546,2,40,2017-05-08 05:40:27+08:00,0 days 00:00:07.000000000
140,50079583,2017-05-08 06:12:10+08:00,720040,120.141706,30.231538,1,24,2017-05-08 06:11:52+08:00,0 days 00:00:18.000000000
141,50079580,2017-05-08 05:27:18+08:00,720040,120.13364299999999,30.226937,2,8,2017-05-08 05:25:48+08:00,0 days 00:00:08.000000000
142,50079546,2017-05-08 05:35:41+08:00,720040,120.13081000000001,30.210565000000003,1,38,2017-05-08 05:35:03+08:00,0 days 00:00:11.000000000
143,50079580,2017-05-08 05:32:00+08:00,720040,120.13293300000001,30.206071,2,11,2017-05-08 05:30:30+08:00,0 days 00:00:04.000000000
144,50079550,2017-05-08 05:51:23+08:00,720040,120.15343999999999,30.241745,1,4,2017-05-08 05:51:19+08:00,0 days 00:00:23.000000000
145,50079562,2017-05-08 06:12:58+08:00,720040,120.0737,30.161165999999998,2,27,2017-05-08 06:12:56+08:00,0 days 00:00:02.000000000
146,50079581,2017-05-08 06:13:15+08:00,720040,120.08013700000001,30.166477,2,28,2017-05-08 06:12:58+08:00,0 days 00:00:17.000000000
147,50079580,2017-05-08 06:13:19+08:00,720040,120.16185800000001,30.256511,1,30,2017-05-08 06:13:15+08:00,0 days 00:00:04.000000000
148,50079580,2017-05-08 05:27:18+08:00,720040,120.13364299999999,30.226937,2,8,2017-05-08 05:25:48+08:00,0 days 00:00:12.000000000
149,50079580,2017-05-08 05:45:17+08:00,720040,120.114094,30.189220000000002,2,16,2017-05-08 05:45:15+08:00,0 days 00:00:03.000000000
150,50079546,2017-05-08 05:41:10+08:00,720040,120.13456200000002,30.228546,2,40,2017-05-08 05:40:27+08:00,0 days 00:00:23.000000000
151,50079550,2017-05-08 05:51:23+08:00,720040,120.15343999999999,30.241745,1,4,2017-05-08 05:51:19+08:00,0 days 00:00:03.000000000
152,50079580,2017-05-08 05:32:11+08:00,720040,120.133228,30.205284999999996,1,12,2017-05-08 05:32:00+08:00,0 days 00:00:26.000000000
153,50079585,2017-05-08 06:14:29+08:00,720040,120.13634099999999,30.229495,2,8,2017-05-08 06:14:26+08:00,0 days 00:00:03.000000000
155,50079546,2017-05-08 06:14:40+08:00,720040,120.154735,30.245654,2,1,2017-05-08 06:14:29+08:00,0 days 00:00:11.000000000
156,50079580,2017-05-08 05:45:17+08:00,720040,120.114094,30.189220000000002,2,16,2017-05-08 05:45:15+08:00,0 days 00:00:02.000000000
157,50079580,2017-05-08 05:27:18+08:00,720040,120.13364299999999,30.226937,2,8,2017-05-08 05:25:48+08:00,0 days 00:00:06.000000000
158,50079580,2017-05-08 05:27:18+08:00,720040,120.13364299999999,30.226937,2,8,2017-05-08 05:25:48+08:00,0 days 00:00:01.000000000
159,50079550,2017-05-08 05:51:23+08:00,720040,120.15343999999999,30.241745,1,4,2017-05-08 05:51:19+08:00,0 days 00:00:02.000000000
160,50079580,2017-05-08 05:27:18+08:00,720040,120.13364299999999,30.226937,2,8,2017-05-08 05:25:48+08:00,0 days 00:00:13.000000000
161,50079581,2017-05-08 06:15:13+08:00,720040,120.08633600000002,30.169778000000004,1,30,2017-05-08 06:15:04+08:00,0 days 00:00:09.000000000
162,50079580,2017-05-08 05:45:17+08:00,720040,120.114094,30.189220000000002,2,16,2017-05-08 05:45:15+08:00,0 days 00:00:19.000000000
163,50079580,2017-05-08 05:45:17+08:00,720040,120.114094,30.189220000000002,2,16,2017-05-08 05:45:15+08:00,0 days 00:00:05.000000000
164,50079580,2017-05-08 05:27:18+08:00,720040,120.13364299999999,30.226937,2,8,2017-05-08 05:25:48+08:00,0 days 00:00:03.000000000
165,50079585,2017-05-08 06:15:52+08:00,720040,120.13371299999999,30.226408000000003,2,9,2017-05-08 06:15:40+08:00,0 days 00:00:12.000000000
166,50079580,2017-05-08 05:27:18+08:00,720040,120.13364299999999,30.226937,2,8,2017-05-08 05:25:48+08:00,0 days 00:00:15.000000000
167,50079580,2017-05-08 05:27:18+08:00,720040,120.13364299999999,30.226937,2,8,2017-05-08 05:25:48+08:00,0 days 00:00:20.000000000
168,50079580,2017-05-08 05:32:00+08:00,720040,120.13293300000001,30.206071,2,11,2017-05-08 05:30:30+08:00,0 days 00:00:02.000000000
169,50079580,2017-05-08 05:45:17+08:00,720040,120.114094,30.189220000000002,2,16,2017-05-08 05:45:15+08:00,0 days 00:00:05.000000000
170,50079580,2017-05-08 05:27:18+08:00,720040,120.13364299999999,30.226937,2,8,2017-05-08 05:25:48+08:00,0 days 00:00:01.000000000
171,50079550,2017-05-08 06:16:39+08:00,720040,120.11566499999999,30.189605,2,16,2017-05-08 06:16:35+08:00,0 days 00:00:04.000000000
172,50079550,2017-05-08 06:16:40+08:00,720040,120.11566499999999,30.189605,2,16,2017-05-08 06:16:39+08:00,0 days 00:00:01.000000000
173,50079580,2017-05-08 05:45:17+08:00,720040,120.114094,30.189220000000002,2,16,2017-05-08 05:45:15+08:00,0 days 00:00:14.000000000
174,50079583,2017-05-08 06:02:05+08:00,720040,120.121655,30.193515,2,16,2017-05-08 06:01:54+08:00,0 days 00:00:08.000000000
175,50079580,2017-05-08 05:33:36+08:00,720040,120.129741,30.199633000000002,1,13,2017-05-08 05:32:11+08:00,0 days 00:00:14.000000000
176,50079580,2017-05-08 05:45:17+08:00,720040,120.114094,30.189220000000002,2,16,2017-05-08 05:45:15+08:00,0 days 00:00:16.000000000
177,50079546,2017-05-08 05:35:41+08:00,720040,120.13081000000001,30.210565000000003,1,38,2017-05-08 05:35:03+08:00,0 days 00:00:04.000000000
180,50079580,2017-05-08 05:27:18+08:00,720040,120.13364299999999,30.226937,2,8,2017-05-08 05:25:48+08:00,0 days 00:00:03.000000000
181,50079580,2017-05-08 05:27:18+08:00,720040,120.13364299999999,30.226937,2,8,2017-05-08 05:25:48+08:00,0 days 00:00:07.000000000
182,50079580,2017-05-08 05:32:00+08:00,720040,120.13293300000001,30.206071,2,11,2017-05-08 05:30:30+08:00,0 days 00:00:01.000000000
183,50079580,2017-05-08 05:33:36+08:00,720040,120.129741,30.199633000000002,1,13,2017-05-08 05:32:11+08:00,0 days 00:00:05.000000000
184,50079580,2017-05-08 05:27:18+08:00,720040,120.13364299999999,30.226937,2,8,2017-05-08 05:25:48+08:00,0 days 00:00:12.000000000
186,50079580,2017-05-08 05:32:00+08:00,720040,120.13293300000001,30.206071,2,11,2017-05-08 05:30:30+08:00,0 days 00:00:01.000000000
187,50079580,2017-05-08 05:45:17+08:00,720040,120.114094,30.189220000000002,2,16,2017-05-08 05:45:15+08:00,0 days 00:00:03.000000000
188,50079583,2017-05-08 06:02:05+08:00,720040,120.121655,30.193515,2,16,2017-05-08 06:01:54+08:00,0 days 00:00:35.000000000
189,50079580,2017-05-08 05:32:00+08:00,720040,120.13293300000001,30.206071,2,11,2017-05-08 05:30:30+08:00,0 days 00:00:26.000000000
190,50079580,2017-05-08 05:33:36+08:00,720040,120.129741,30.199633000000002,1,13,2017-05-08 05:32:11+08:00,0 days 00:00:03.000000000
191,50079580,2017-05-08 06:13:19+08:00,720040,120.16185800000001,30.256511,1,30,2017-05-08 06:13:15+08:00,0 days 00:00:02.000000000
192,50079580,2017-05-08 05:45:17+08:00,720040,120.114094,30.189220000000002,2,16,2017-05-08 05:45:15+08:00,0 days 00:00:08.000000000
